Timestamp,Signal Type,Price,Additional Info
2025-04-04 14:33:34,Not enough data for signal,,
2025-04-04 14:33:35,Not enough data for signal,,
2025-04-04 14:33:36,Not enough data for signal,,
2025-04-04 14:33:37,Not enough data for signal,,
2025-04-04 14:33:38,Not enough data for signal,,
2025-04-04 14:33:39,Not enough data for signal,,
2025-04-04 14:33:40,Not enough data for signal,,
2025-04-04 14:33:41,Not enough data for signal,,
2025-04-04 14:33:42,Not enough data for signal,,
2025-04-04 14:33:43,Not enough data for signal,,
2025-04-04 14:33:44,Not enough data for signal,,
2025-04-04 14:33:45,Not enough data for signal,,
2025-04-04 14:33:46,Not enough data for signal,,
2025-04-04 14:33:47,Not enough data for signal,,
2025-04-04 14:33:48,Not enough data for signal,,
2025-04-04 14:33:49,Not enough data for signal,,
2025-04-04 14:33:50,Not enough data for signal,,
2025-04-04 14:33:51,Not enough data for signal,,
2025-04-04 14:33:52,Not enough data for signal,,
2025-04-04 14:33:53,Signal Generated: HOLD,84336.72,
2025-04-04 14:33:54,Signal Generated: HOLD,84336.72,
2025-04-04 14:33:55,Signal Generated: HOLD,84347.22,
2025-04-04 14:33:56,Signal Generated: HOLD,84347.22,
2025-04-04 14:33:57,Signal Generated: HOLD,84347.22,
2025-04-04 14:33:58,Signal Generated: HOLD,84347.22,
2025-04-04 14:33:59,Signal Generated: HOLD,84347.23,
2025-04-04 14:34:00,Signal Generated: HOLD,84347.22,
2025-04-04 14:34:01,Signal Generated: HOLD,84347.18,
2025-04-04 14:34:02,Signal Generated: HOLD,84347.17,
2025-04-04 14:34:03,Signal Generated: HOLD,84347.17,
2025-04-04 14:34:04,Signal Generated: HOLD,84347.17,
2025-04-04 14:34:05,Signal Generated: HOLD,84347.17,
2025-04-04 14:34:06,Signal Generated: HOLD,84347.18,
2025-04-04 14:34:07,Signal Generated: HOLD,84347.18,
2025-04-04 14:34:08,Signal Generated: HOLD,84347.17,
2025-04-04 14:34:09,Signal Generated: HOLD,84347.17,
2025-04-04 14:34:10,Signal Generated: HOLD,84347.17,
2025-04-04 14:34:11,Signal Generated: HOLD,84347.17,
2025-04-04 14:34:12,Signal Generated: HOLD,84342.18,
2025-04-04 14:34:13,Signal Generated: HOLD,84342.19,
2025-04-04 14:34:14,Signal Generated: HOLD,84342.18,
2025-04-04 14:34:15,Signal Generated: HOLD,84342.18,
2025-04-04 14:34:16,Signal Generated: HOLD,84342.18,
2025-04-04 14:34:17,Signal Generated: HOLD,84340.72,
2025-04-04 14:34:18,Signal Generated: HOLD,84340.72,
2025-04-04 14:34:19,Signal Generated: HOLD,84340.72,
2025-04-04 14:34:20,Signal Generated: HOLD,84339.97,
2025-04-04 14:34:21,Signal Generated: HOLD,84339.98,
2025-04-04 14:34:22,Signal Generated: HOLD,84339.97,
2025-04-04 14:34:23,Signal Generated: HOLD,84339.98,
2025-04-04 14:34:24,Signal Generated: HOLD,84339.97,
2025-04-04 14:34:25,Signal Generated: HOLD,84339.97,
2025-04-04 14:34:26,Signal Generated: HOLD,84339.97,
2025-04-04 14:34:27,Signal Generated: HOLD,84339.97,
2025-04-04 14:34:28,Signal Generated: HOLD,84339.97,
2025-04-04 14:34:29,Signal Generated: HOLD,84339.97,
2025-04-04 14:34:30,Signal Generated: HOLD,84339.98,
